Mach,Alpha,CD,CD Power-Off,CD Power-On,CA Power-Off,CA Power-On,CL,CN,CN Potential,CN Viscous,CNalpha (0 to 4 deg) (per rad),CP,CP (0 to 4 deg),Reynolds Number
6.24,0,0.178372553,0.178372553,0.178372553,0.178372553,0.178372553,0,0,0,0,9.629832346,183.4420146,180.1441399,1129312000
6.25,0,0.178129271,0.178129271,0.178129271,0.178129271,0.178129271,0,0,0,0,9.637855305,183.3836865,180.0571399,1131122000
6.26,0,0.177886538,0.177886538,0.177886538,0.177886538,0.177886538,0,0,0,0,9.645897604,183.3254075,179.9704341,1132932000
6.27,0,0.177644327,0.177644327,0.177644327,0.177644327,0.177644327,0,0,0,0,9.65395933,183.2672433,179.884078,1134742000
6.28,0,0.177402647,0.177402647,0.177402647,0.177402647,0.177402647,0,0,0,0,9.662040389,183.2091841,179.7980621,1136552000
6.29,0,0.177161508,0.177161508,0.177161508,0.177161508,0.177161508,0,0,0,0,9.670141264,183.1512506,179.7124034,1138361000
6.3,0,0.176920902,0.176920902,0.176920902,0.176920902,0.176920902,0,0,0,0,9.678260576,183.0934693,179.6271227,1140171000
6.31,0,0.17668081,0.17668081,0.17668081,0.17668081,0.17668081,0,0,0,0,9.686398937,183.0357393,179.5421336,1141981000
6.32,0,0.176441232,0.176441232,0.176441232,0.176441232,0.176441232,0,0,0,0,9.694557446,182.9781278,179.4574926,1143791000
6.33,0,0.176202188,0.176202188,0.176202188,0.176202188,0.176202188,0,0,0,0,9.702734366,182.9206184,179.3731842,1145601000
6.34,0,0.175963652,0.175963652,0.175963652,0.175963652,0.175963652,0,0,0,0,9.710930986,182.8632173,179.2892132,1147410000
6.35,0,0.175725649,0.175725649,0.175725649,0.175725649,0.175725649,0,0,0,0,9.719144814,182.8059692,179.2056153,1149220000
6.36,0,0.175488146,0.175488146,0.175488146,0.175488146,0.175488146,0,0,0,0,9.727379587,182.7487809,179.1223124,1151030000
6.37,0,0.175251166,0.175251166,0.175251166,0.175251166,0.175251166,0,0,0,0,9.735631855,182.6916204,179.0392758,1152840000
6.38,0,0.175014702,0.175014702,0.175014702,0.175014702,0.175014702,0,0,0,0,9.743903256,182.6346918,178.9566761,1154650000
6.39,0,0.174778722,0.174778722,0.174778722,0.174778722,0.174778722,0,0,0,0,9.752193121,182.5777963,178.8743455,1156459000
6.4,0,0.174543256,0.174543256,0.174543256,0.174543256,0.174543256,0,0,0,0,9.760501972,182.5210102,178.7923473,1158269000
6.41,0,0.174308304,0.174308304,0.174308304,0.174308304,0.174308304,0,0,0,0,9.768829674,182.4643218,178.7106706,1160079000
6.42,0,0.174073843,0.174073843,0.174073843,0.174073843,0.174073843,0,0,0,0,9.777175677,182.4076755,178.6292681,1161889000
6.43,0,0.173839888,0.173839888,0.173839888,0.173839888,0.173839888,0,0,0,0,9.785539769,182.3511782,178.5482279,1163699000
6.44,0,0.173606436,0.173606436,0.173606436,0.173606436,0.173606436,0,0,0,0,9.793922162,182.2947777,178.4675054,1165508000
6.45,0,0.173373465,0.173373465,0.173373465,0.173373465,0.173373465,0,0,0,0,9.802323752,182.2384842,178.3871088,1167318000
6.46,0,0.173140981,0.173140981,0.173140981,0.173140981,0.173140981,0,0,0,0,9.810743733,182.1822837,178.307025,1169128000
6.47,0,0.172908996,0.172908996,0.172908996,0.172908996,0.172908996,0,0,0,0,9.819181677,182.1261766,178.2272534,1170938000
6.48,0,0.172677499,0.172677499,0.172677499,0.172677499,0.172677499,0,0,0,0,9.827637782,182.0701075,178.1477476,1172748000
6.49,0,0.172446502,0.172446502,0.172446502,0.172446502,0.172446502,0,0,0,0,9.836111725,182.0141841,178.0685952,1174557000
6.5,0,0.17221598,0.17221598,0.17221598,0.17221598,0.17221598,0,0,0,0,9.84460406,181.9583572,177.9897551,1176367000
6.51,0,0.171985937,0.171985937,0.171985937,0.171985937,0.171985937,0,0,0,0,9.853114428,181.9025609,177.9111721,1178177000
6.52,0,0.171756375,0.171756375,0.171756375,0.171756375,0.171756375,0,0,0,0,9.861643012,181.8469186,177.8329466,1179987000
6.53,0,0.171527286,0.171527286,0.171527286,0.171527286,0.171527286,0,0,0,0,9.87018909,181.7913663,177.7550249,1181796000
6.54,0,0.171298685,0.171298685,0.171298685,0.171298685,0.171298685,0,0,0,0,9.878753548,181.7358452,177.6773587,1183606000
6.55,0,0.171070551,0.171070551,0.171070551,0.171070551,0.171070551,0,0,0,0,9.887336428,181.680481,177.6000494,1185416000
6.56,0,0.170842896,0.170842896,0.170842896,0.170842896,0.170842896,0,0,0,0,9.895936567,181.6251365,177.5229843,1187226000
6.57,0,0.170615699,0.170615699,0.170615699,0.170615699,0.170615699,0,0,0,0,9.904553688,181.5699383,177.446265,1189036000
6.58,0,0.170388994,0.170388994,0.170388994,0.170388994,0.170388994,0,0,0,0,9.913189307,181.5147727,177.3697992,1190845000
6.59,0,0.170162746,0.170162746,0.170162746,0.170162746,0.170162746,0,0,0,0,9.921842538,181.4597526,177.2936769,1192655000
6.6,0,0.169936952,0.169936952,0.169936952,0.169936952,0.169936952,0,0,0,0,9.93051342,181.4047588,177.2178011,1194465000
6.61,0,0.169711622,0.169711622,0.169711622,0.169711622,0.169711622,0,0,0,0,9.93920142,181.3499077,177.1422645,1196275000
6.62,0,0.169486743,0.169486743,0.169486743,0.169486743,0.169486743,0,0,0,0,9.947907336,181.2950824,177.0669726,1198085000
6.63,0,0.169262335,0.169262335,0.169262335,0.169262335,0.169262335,0,0,0,0,9.95663091,181.2404085,176.9920252,1199895000
6.64,0,0.169038395,0.169038395,0.169038395,0.169038395,0.169038395,0,0,0,0,9.965371686,181.1857555,176.9173167,1201704000
6.65,0,0.168814902,0.168814902,0.168814902,0.168814902,0.168814902,0,0,0,0,9.974129339,181.131241,176.8429401,1203514000
6.66,0,0.168591867,0.168591867,0.168591867,0.168591867,0.168591867,0,0,0,0,9.982904346,181.0767436,176.7687981,1205324000
6.67,0,0.168369261,0.168369261,0.168369261,0.168369261,0.168369261,0,0,0,0,9.99169654,181.0223326,176.694945,1207134000
6.68,0,0.168147129,0.168147129,0.168147129,0.168147129,0.168147129,0,0,0,0,10.00050697,180.9680752,176.6214335,1208943000
6.69,0,0.167925427,0.167925427,0.167925427,0.167925427,0.167925427,0,0,0,0,10.0093326,180.9138135,176.5481365,1210753000
6.7,0,0.167704176,0.167704176,0.167704176,0.167704176,0.167704176,0,0,0,0,10.01817671,180.8596486,176.4751346,1212563000
6.71,0,0.167483363,0.167483363,0.167483363,0.167483363,0.167483363,0,0,0,0,10.02703804,180.8055681,176.4024167,1214373000
6.72,0,0.167262995,0.167262995,0.167262995,0.167262995,0.167262995,0,0,0,0,10.03591521,180.7515509,176.3299647,1216183000
6.73,0,0.167043079,0.167043079,0.167043079,0.167043079,0.167043079,0,0,0,0,10.0448105,180.697687,176.2578494,1217992000
6.74,0,0.166823601,0.166823601,0.166823601,0.166823601,0.166823601,0,0,0,0,10.0537217,180.6438311,176.1859551,1219802000
6.75,0,0.166604551,0.166604551,0.166604551,0.166604551,0.166604551,0,0,0,0,10.06265026,180.5900515,176.114335,1221612000
6.76,0,0.166385933,0.166385933,0.166385933,0.166385933,0.166385933,0,0,0,0,10.07159568,180.5363537,176.0429926,1223422000
6.77,0,0.166167751,0.166167751,0.166167751,0.166167751,0.166167751,0,0,0,0,10.08055799,180.4827342,175.9719243,1225232000
6.78,0,0.165950003,0.165950003,0.165950003,0.165950003,0.165950003,0,0,0,0,10.08953608,180.4291812,175.9011196,1227041000
6.79,0,0.165732682,0.165732682,0.165732682,0.165732682,0.165732682,0,0,0,0,10.09853085,180.3757073,175.8305878,1228851000
6.8,0,0.165515789,0.165515789,0.165515789,0.165515789,0.165515789,0,0,0,0,10.10754351,180.3223171,175.7603325,1230661000
6.81,0,0.165299312,0.165299312,0.165299312,0.165299312,0.165299312,0,0,0,0,10.11657198,180.268993,175.6903381,1232471000
6.82,0,0.165083271,0.165083271,0.165083271,0.165083271,0.165083271,0,0,0,0,10.12561597,180.2157304,175.6206,1234281000
6.83,0,0.164867664,0.164867664,0.164867664,0.164867664,0.164867664,0,0,0,0,10.13467754,180.1625612,175.5511434,1236090000
6.84,0,0.164652457,0.164652457,0.164652457,0.164652457,0.164652457,0,0,0,0,10.14375465,180.1094484,175.4819376,1237900000
6.85,0,0.164437675,0.164437675,0.164437675,0.164437675,0.164437675,0,0,0,0,10.15284945,180.056426,175.4130093,1239710000
6.86,0,0.16422331,0.16422331,0.16422331,0.16422331,0.16422331,0,0,0,0,10.16195955,180.0034615,175.3443315,1241520000
6.87,0,0.164009345,0.164009345,0.164009345,0.164009345,0.164009345,0,0,0,0,10.17108603,179.950572,175.2759169,1243330000
6.88,0,0.163795834,0.163795834,0.163795834,0.163795834,0.163795834,0,0,0,0,10.18022819,179.8977476,175.2077572,1245139000
6.89,0,0.16358269,0.16358269,0.16358269,0.16358269,0.16358269,0,0,0,0,10.18938712,179.844942,175.1398164,1246949000
6.9,0,0.163369981,0.163369981,0.163369981,0.163369981,0.163369981,0,0,0,0,10.19856171,179.792258,175.0721721,1248759000
6.91,0,0.163157676,0.163157676,0.163157676,0.163157676,0.163157676,0,0,0,0,10.20775367,179.7396583,175.0047954,1250569000
6.92,0,0.162945785,0.162945785,0.162945785,0.162945785,0.162945785,0,0,0,0,10.21696036,179.6871131,174.9376619,1252378000
6.93,0,0.162734289,0.162734289,0.162734289,0.162734289,0.162734289,0,0,0,0,10.22618331,179.6345816,174.8707406,1254188000
6.94,0,0.162523198,0.162523198,0.162523198,0.162523198,0.162523198,0,0,0,0,10.23542193,179.5821727,174.8041131,1255998000
6.95,0,0.16231251,0.16231251,0.16231251,0.16231251,0.16231251,0,0,0,0,10.24467637,179.5298308,174.7377364,1257808000
6.96,0,0.16210222,0.16210222,0.16210222,0.16210222,0.16210222,0,0,0,0,10.25394638,179.4775568,174.6716103,1259618000
6.97,0,0.161892347,0.161892347,0.161892347,0.161892347,0.161892347,0,0,0,0,10.26323319,179.4253006,174.6056971,1261427000
6.98,0,0.161682856,0.161682856,0.161682856,0.161682856,0.161682856,0,0,0,0,10.27253484,179.3731581,174.5400673,1263237000
6.99,0,0.161473758,0.161473758,0.161473758,0.161473758,0.161473758,0,0,0,0,10.28185222,179.3210257,174.4746426,1265047000
7,0,0.16127598,0.16127598,0.16127598,0.16127598,0.16127598,0,0,0,0,10.29118534,179.2690165,174.4095072,1266857000
7.01,0,0.161101288,0.161101288,0.161101288,0.161101288,0.161101288,0,0,0,0,10.30053421,179.2170773,174.3446203,1268667000
7.02,0,0.160927162,0.160927162,0.160927162,0.160927162,0.160927162,0,0,0,0,10.30989834,179.1651374,174.2799284,1270476000
7.03,0,0.160753589,0.160753589,0.160753589,0.160753589,0.160753589,0,0,0,0,10.31927838,179.1133253,174.2155267,1272286000
7.04,0,0.160580575,0.160580575,0.160580575,0.160580575,0.160580575,0,0,0,0,10.32867367,179.0615183,174.151323,1274096000
7.05,0,0.160408102,0.160408102,0.160408102,0.160408102,0.160408102,0,0,0,0,10.33808377,179.009828,174.0873992,1275906000
7.06,0,0.160236182,0.160236182,0.160236182,0.160236182,0.160236182,0,0,0,0,10.34751007,178.9582053,174.0237186,1277716000
7.07,0,0.160064801,0.160064801,0.160064801,0.160064801,0.160064801,0,0,0,0,10.35695071,178.9065803,173.9602281,1279526000
7.08,0,0.159893984,0.159893984,0.159893984,0.159893984,0.159893984,0,0,0,0,10.3664073,178.855026,173.8969819,1281335000
7.09,0,0.159723699,0.159723699,0.159723699,0.159723699,0.159723699,0,0,0,0,10.37587853,178.8035816,173.8340072,1283145000
7.1,0,0.159553968,0.159553968,0.159553968,0.159553968,0.159553968,0,0,0,0,10.38536555,178.7521493,173.771232,1284955000
7.11,0,0.15938478,0.15938478,0.15938478,0.15938478,0.15938478,0,0,0,0,10.39486732,178.7008315,173.7087303,1286765000
7.12,0,0.159216101,0.159216101,0.159216101,0.159216101,0.159216101,0,0,0,0,10.40438424,178.6495171,173.6464201,1288574000
7.13,0,0.159047968,0.159047968,0.159047968,0.159047968,0.159047968,0,0,0,0,10.41391656,178.5982638,173.584343,1290384000
7.14,0,0.158880382,0.158880382,0.158880382,0.158880382,0.158880382,0,0,0,0,10.42346328,178.5471309,173.5225413,1292194000
7.15,0,0.158713305,0.158713305,0.158713305,0.158713305,0.158713305,0,0,0,0,10.43302486,178.4959913,173.4609216,1294004000
7.16,0,0.15854677,0.15854677,0.15854677,0.15854677,0.15854677,0,0,0,0,10.44260234,178.4449244,173.3995417,1295814000
7.17,0,0.158380749,0.158380749,0.158380749,0.158380749,0.158380749,0,0,0,0,10.44951819,178.3939583,173.341828,1297623000
7.18,0,0.15821525,0.15821525,0.15821525,0.15821525,0.15821525,0,0,0,0,10.44456578,178.3430027,173.2993582,1299433000
7.19,0,0.158050261,0.158050261,0.158050261,0.158050261,0.158050261,0,0,0,0,10.4396331,178.2921121,173.2569622,1301243000
7.2,0,0.157885822,0.157885822,0.157885822,0.157885822,0.157885822,0,0,0,0,10.43471907,178.2412661,173.2146247,1303053000
7.21,0,0.157721869,0.157721869,0.157721869,0.157721869,0.157721869,0,0,0,0,10.42982446,178.1905378,173.172399,1304863000
7.22,0,0.157558443,0.157558443,0.157558443,0.157558443,0.157558443,0,0,0,0,10.42495007,178.1398134,173.1302032,1306672000
7.23,0,0.157395539,0.157395539,0.157395539,0.157395539,0.157395539,0,0,0,0,10.42009473,178.0891469,173.0880757,1308482000
7.24,0,0.157233127,0.157233127,0.157233127,0.157233127,0.157233127,0,0,0,0,10.41525775,178.0385259,173.0460074,1310292000
7.25,0,0.157071228,0.157071228,0.157071228,0.157071228,0.157071228,0,0,0,0,10.41044192,177.9879788,173.0040199,1312102000
7.26,0,0.156909833,0.156909833,0.156909833,0.156909833,0.156909833,0,0,0,0,10.40564352,177.9375338,172.962132,1313912000
7.27,0,0.156748939,0.156748939,0.156748939,0.156748939,0.156748939,0,0,0,0,10.40086516,177.8870944,172.9202752,1315721000
7.28,0,0.15658856,0.15658856,0.15658856,0.15658856,0.15658856,0,0,0,0,10.39610565,177.836696,172.8784745,1317531000
7.29,0,0.156428662,0.156428662,0.156428662,0.156428662,0.156428662,0,0,0,0,10.39136527,177.7863664,172.8367501,1319341000
7.3,0,0.156269267,0.156269267,0.156269267,0.156269267,0.156269267,0,0,0,0,10.38664335,177.7360795,172.7950829,1321151000
7.31,0,0.156110352,0.156110352,0.156110352,0.156110352,0.156110352,0,0,0,0,10.38194064,177.6858499,172.7534837,1322961000
7.32,0,0.155951954,0.155951954,0.155951954,0.155951954,0.155951954,0,0,0,0,10.37725732,177.6356823,172.7119562,1324770000
7.33,0,0.155794028,0.155794028,0.155794028,0.155794028,0.155794028,0,0,0,0,10.37259237,177.5855599,172.6704876,1326580000
7.34,0,0.155636606,0.155636606,0.155636606,0.155636606,0.155636606,0,0,0,0,10.36794691,177.5354943,172.6290868,1328390000
7.35,0,0.155479647,0.155479647,0.155479647,0.155479647,0.155479647,0,0,0,0,10.3633199,177.4854827,172.5877514,1330200000
7.36,0,0.15532319,0.15532319,0.15532319,0.15532319,0.15532319,0,0,0,0,10.35871154,177.4355199,172.5464778,1332010000
7.37,0,0.155167222,0.155167222,0.155167222,0.155167222,0.155167222,0,0,0,0,10.35412293,177.3856237,172.5052792,1333819000
7.38,0,0.155011721,0.155011721,0.155011721,0.155011721,0.155011721,0,0,0,0,10.349552,177.3357683,172.4641361,1335629000
7.39,0,0.154856699,0.154856699,0.154856699,0.154856699,0.154856699,0,0,0,0,10.34499986,177.2859655,172.4230576,1337439000
7.4,0,0.15470215,0.15470215,0.15470215,0.15470215,0.15470215,0,0,0,0,10.34046668,177.2362184,172.382046,1339249000
7.41,0,0.154548079,0.154548079,0.154548079,0.154548079,0.154548079,0,0,0,0,10.33595187,177.1865242,172.3410989,1341058000
7.42,0,0.154394482,0.154394482,0.154394482,0.154394482,0.154394482,0,0,0,0,10.3314553,177.136811,172.3001649,1342868000
7.43,0,0.154241344,0.154241344,0.154241344,0.154241344,0.154241344,0,0,0,0,10.32697781,177.0872226,172.2593473,1344678000
7.44,0,0.154088695,0.154088695,0.154088695,0.154088695,0.154088695,0,0,0,0,10.32251788,177.0376672,172.2185798,1346488000
7.45,0,0.153936489,0.153936489,0.153936489,0.153936489,0.153936489,0,0,0,0,10.31807709,176.9881788,172.1778872,1348298000
7.46,0,0.153784769,0.153784769,0.153784769,0.153784769,0.153784769,0,0,0,0,10.31365461,176.9387351,172.1372535,1350108000
7.47,0,0.153633493,0.153633493,0.153633493,0.153633493,0.153633493,0,0,0,0,10.30925028,176.8892816,172.0966394,1351917000
7.48,0,0.153482693,0.153482693,0.153482693,0.153482693,0.153482693,0,0,0,0,10.30486463,176.8399452,172.056136,1353727000
7.49,0,0.153332339,0.153332339,0.153332339,0.153332339,0.153332339,0,0,0,0,10.30049631,176.7906375,172.0156796,1355537000
7.5,0,0.153182443,0.153182443,0.153182443,0.153182443,0.153182443,0,0,0,0,10.29614722,176.7413996,171.9753003,1357347000
7.51,0,0.153033008,0.153033008,0.153033008,0.153033008,0.153033008,0,0,0,0,10.29181578,176.6922013,171.9349757,1359156000
7.52,0,0.152884021,0.152884021,0.152884021,0.152884021,0.152884021,0,0,0,0,10.28750274,176.6429981,171.8946746,1360966000
7.53,0,0.152735492,0.152735492,0.152735492,0.152735492,0.152735492,0,0,0,0,10.28320718,176.5938956,171.8544721,1362776000
7.54,0,0.152587404,0.152587404,0.152587404,0.152587404,0.152587404,0,0,0,0,10.27893037,176.5447879,171.8142928,1364586000
7.55,0,0.152439764,0.152439764,0.152439764,0.152439764,0.152439764,0,0,0,0,10.27467102,176.4957827,171.7742133,1366396000
7.56,0,0.152292563,0.152292563,0.152292563,0.152292563,0.152292563,0,0,0,0,10.2704294,176.4468245,171.734194,1368205000
7.57,0,0.152145825,0.152145825,0.152145825,0.152145825,0.152145825,0,0,0,0,10.26620633,176.3978547,171.6941935,1370015000
7.58,0,0.151999517,0.151999517,0.151999517,0.151999517,0.151999517,0,0,0,0,10.26200107,176.3489956,171.6542987,1371825000
7.59,0,0.151853651,0.151853651,0.151853651,0.151853651,0.151853651,0,0,0,0,10.25781431,176.3001939,171.6144719,1373635000
7.6,0,0.151708212,0.151708212,0.151708212,0.151708212,0.151708212,0,0,0,0,10.25364511,176.2513748,171.5746595,1375445000
7.61,0,0.151563218,0.151563218,0.151563218,0.151563218,0.151563218,0,0,0,0,10.24949293,176.2026472,171.5349387,1377254000
7.62,0,0.151418654,0.151418654,0.151418654,0.151418654,0.151418654,0,0,0,0,10.24535856,176.1539172,171.4952431,1379064000
7.63,0,0.151274526,0.151274526,0.151274526,0.151274526,0.151274526,0,0,0,0,10.24124289,176.1052961,171.4556522,1380874000
7.64,0,0.151130841,0.151130841,0.151130841,0.151130841,0.151130841,0,0,0,0,10.23714319,176.056646,171.4160668,1382684000
7.65,0,0.150987565,0.150987565,0.150987565,0.150987565,0.150987565,0,0,0,0,10.23306247,176.0081183,171.3765959,1384494000
7.66,0,0.150844735,0.150844735,0.150844735,0.150844735,0.150844735,0,0,0,0,10.22899931,175.9595769,171.3371421,1386303000
7.67,0,0.150702317,0.150702317,0.150702317,0.150702317,0.150702317,0,0,0,0,10.22495295,175.9111271,171.2977799,1388113000
7.68,0,0.150560338,0.150560338,0.150560338,0.150560338,0.150560338,0,0,0,0,10.22092494,175.8626741,171.2584428,1389923000
7.69,0,0.150418761,0.150418761,0.150418761,0.150418761,0.150418761,0,0,0,0,10.21691366,175.8143191,171.2192017,1391733000
7.7,0,0.150277607,0.150277607,0.150277607,0.150277607,0.150277607,0,0,0,0,10.21292039,175.7659537,171.1799803,1393543000
7.71,0,0.150136891,0.150136891,0.150136891,0.150136891,0.150136891,0,0,0,0,10.20894429,175.7176895,171.1408575,1395352000
7.72,0,0.149996582,0.149996582,0.149996582,0.149996582,0.149996582,0,0,0,0,10.20498589,175.669421,171.1017588,1397162000
7.73,0,0.149856676,0.149856676,0.149856676,0.149856676,0.149856676,0,0,0,0,10.20104392,175.621182,171.0627076,1398972000
7.74,0,0.149717203,0.149717203,0.149717203,0.149717203,0.149717203,0,0,0,0,10.19711994,175.5730498,171.0237591,1400782000
7.75,0,0.149578133,0.149578133,0.149578133,0.149578133,0.149578133,0,0,0,0,10.19321291,175.5249031,170.9848272,1402592000
7.76,0,0.14943948,0.14943948,0.14943948,0.14943948,0.14943948,0,0,0,0,10.18932313,175.4768021,170.9459546,1404401000
7.77,0,0.149301227,0.149301227,0.149301227,0.149301227,0.149301227,0,0,0,0,10.18545059,175.4288016,170.9071801,1406211000
7.78,0,0.149163383,0.149163383,0.149163383,0.149163383,0.149163383,0,0,0,0,10.18159504,175.3807858,170.8684217,1408021000
7.79,0,0.149025952,0.149025952,0.149025952,0.149025952,0.149025952,0,0,0,0,10.17775781,175.3328269,170.829731,1409831000
7.8,0,0.148888903,0.148888903,0.148888903,0.148888903,0.148888903,0,0,0,0,10.17393583,175.2849425,170.791119,1411641000
7.81,0,0.14875229,0.14875229,0.14875229,0.14875229,0.14875229,0,0,0,0,10.17013217,175.2370653,170.7525397,1413450000
7.82,0,0.148616054,0.148616054,0.148616054,0.148616054,0.148616054,0,0,0,0,10.16634478,175.1892181,170.7140082,1415260000
7.83,0,0.148480212,0.148480212,0.148480212,0.148480212,0.148480212,0,0,0,0,10.1625755,175.1414851,170.6755848,1417070000
7.84,0,0.148344786,0.148344786,0.148344786,0.148344786,0.148344786,0,0,0,0,10.15882167,175.0937201,170.6371652,1418880000
7.85,0,0.148209745,0.148209745,0.148209745,0.148209745,0.148209745,0,0,0,0,10.15508528,175.0460059,170.5988087,1420690000
7.86,0,0.148075112,0.148075112,0.148075112,0.148075112,0.148075112,0,0,0,0,10.15136621,174.9983379,170.5605119,1422499000
7.87,0,0.147940858,0.147940858,0.147940858,0.147940858,0.147940858,0,0,0,0,10.14766346,174.9507029,170.5222653,1424309000
7.88,0,0.147806992,0.147806992,0.147806992,0.147806992,0.147806992,0,0,0,0,10.14397732,174.9031643,170.4841134,1426119000
7.89,0,0.147673521,0.147673521,0.147673521,0.147673521,0.147673521,0,0,0,0,10.14030829,174.8556179,170.4459832,1427929000
7.9,0,0.147540449,0.147540449,0.147540449,0.147540449,0.147540449,0,0,0,0,10.13665592,174.8081068,170.4079049,1429738000
7.91,0,0.147407741,0.147407741,0.147407741,0.147407741,0.147407741,0,0,0,0,10.13302097,174.7606486,170.3698912,1431548000
7.92,0,0.147275448,0.147275448,0.147275448,0.147275448,0.147275448,0,0,0,0,10.12940153,174.7132182,170.3319236,1433358000
7.93,0,0.14714351,0.14714351,0.14714351,0.14714351,0.14714351,0,0,0,0,10.12579968,174.6658391,170.2940196,1435168000
7.94,0,0.147011971,0.147011971,0.147011971,0.147011971,0.147011971,0,0,0,0,10.12221337,174.6184897,170.256163,1436978000
7.95,0,0.146880801,0.146880801,0.146880801,0.146880801,0.146880801,0,0,0,0,10.11864368,174.5712344,170.2183997,1438787000
7.96,0,0.146750016,0.146750016,0.146750016,0.146750016,0.146750016,0,0,0,0,10.11509159,174.5239796,170.1806641,1440597000
7.97,0,0.14661961,0.14661961,0.14661961,0.14661961,0.14661961,0,0,0,0,10.11155504,174.4767539,170.1429758,1442407000
7.98,0,0.146489566,0.146489566,0.146489566,0.146489566,0.146489566,0,0,0,0,10.10803496,174.4295674,170.1053421,1444217000
7.99,0,0.146359916,0.146359916,0.146359916,0.146359916,0.146359916,0,0,0,0,10.10453194,174.3824261,170.0677674,1446027000
8,0,0.146230639,0.146230639,0.146230639,0.146230639,0.146230639,0,0,0,0,10.10104504,174.335323,170.0302466,1447836000
8.01,0,0.146101712,0.146101712,0.146101712,0.146101712,0.146101712,0,0,0,0,10.09757409,174.2882581,169.9927795,1449646000
8.02,0,0.145973164,0.145973164,0.145973164,0.145973164,0.145973164,0,0,0,0,10.09411999,174.2412326,169.9553673,1451456000
8.03,0,0.145844991,0.145844991,0.145844991,0.145844991,0.145844991,0,0,0,0,10.09068183,174.1942494,169.9180117,1453266000
8.04,0,0.145717183,0.145717183,0.145717183,0.145717183,0.145717183,0,0,0,0,10.08725982,174.1472977,169.8807053,1455076000
8.05,0,0.145589749,0.145589749,0.145589749,0.145589749,0.145589749,0,0,0,0,10.08385421,174.1003896,169.8434567,1456886000
8.06,0,0.145462667,0.145462667,0.145462667,0.145462667,0.145462667,0,0,0,0,10.08046503,174.0535231,169.8062643,1458695000
8.07,0,0.145335966,0.145335966,0.145335966,0.145335966,0.145335966,0,0,0,0,10.07709171,174.0066341,169.7690834,1460505000
8.08,0,0.14520961,0.14520961,0.14520961,0.14520961,0.14520961,0,0,0,0,10.07373422,173.9598997,169.7320374,1462315000
8.09,0,0.145083622,0.145083622,0.145083622,0.145083622,0.145083622,0,0,0,0,10.07039347,173.9131479,169.6950068,1464125000
8.1,0,0.144957996,0.144957996,0.144957996,0.144957996,0.144957996,0,0,0,0,10.06706786,173.866367,169.6579828,1465934000
8.11,0,0.144832707,0.144832707,0.144832707,0.144832707,0.144832707,0,0,0,0,10.0637589,173.8196934,169.6210611,1467744000
8.12,0,0.144707781,0.144707781,0.144707781,0.144707781,0.144707781,0,0,0,0,10.06046597,173.7730548,169.584191,1469554000
8.13,0,0.144583223,0.144583223,0.144583223,0.144583223,0.144583223,0,0,0,0,10.05718887,173.7264529,169.5473736,1471364000
8.14,0,0.144458999,0.144458999,0.144458999,0.144458999,0.144458999,0,0,0,0,10.05392784,173.6798884,169.5106096,1473174000
8.15,0,0.144335143,0.144335143,0.144335143,0.144335143,0.144335143,0,0,0,0,10.05068181,173.6333537,169.4738933,1474983000
8.16,0,0.144211633,0.144211633,0.144211633,0.144211633,0.144211633,0,0,0,0,10.04745281,173.5868108,169.437199,1476793000
8.17,0,0.144088466,0.144088466,0.144088466,0.144088466,0.144088466,0,0,0,0,10.04423956,173.5403658,169.4006001,1478603000
8.18,0,0.143965646,0.143965646,0.143965646,0.143965646,0.143965646,0,0,0,0,10.04104117,173.4939455,169.3640452,1480413000
8.19,0,0.143843187,0.143843187,0.143843187,0.143843187,0.143843187,0,0,0,0,10.03785919,173.447569,169.3275483,1482222000
8.2,0,0.143721056,0.143721056,0.143721056,0.143721056,0.143721056,0,0,0,0,10.03469325,173.4012311,169.2911055,1484032000
8.21,0,0.143599288,0.143599288,0.143599288,0.143599288,0.143599288,0,0,0,0,10.03154213,173.3549235,169.2547109,1485842000
8.22,0,0.143477848,0.143477848,0.143477848,0.143477848,0.143477848,0,0,0,0,10.0284075,173.3086042,169.2183358,1487652000
8.23,0,0.143356754,0.143356754,0.143356754,0.143356754,0.143356754,0,0,0,0,10.02528757,173.2623652,169.1820433,1489462000
8.24,0,0.14323598,0.14323598,0.14323598,0.14323598,0.14323598,0,0,0,0,10.02218388,173.2161712,169.1458096,1491272000
8.25,0,0.143115576,0.143115576,0.143115576,0.143115576,0.143115576,0,0,0,0,10.01909638,173.1699675,169.1095968,1493081000
8.26,0,0.142995489,0.142995489,0.142995489,0.142995489,0.142995489,0,0,0,0,10.01602412,173.1238491,169.0734702,1494891000
8.27,0,0.142875749,0.142875749,0.142875749,0.142875749,0.142875749,0,0,0,0,10.01296599,173.0777503,169.0373841,1496701000
8.28,0,0.142756345,0.142756345,0.142756345,0.142756345,0.142756345,0,0,0,0,10.00992496,173.0317105,169.0013668,1498511000
8.29,0,0.14263727,0.14263727,0.14263727,0.14263727,0.14263727,0,0,0,0,10.00689829,172.985633,168.9653505,1500321000
8.3,0,0.142518521,0.142518521,0.142518521,0.142518521,0.142518521,0,0,0,0,10.00388754,172.939656,168.9294311,1502130000
8.31,0,0.14240011,0.14240011,0.14240011,0.14240011,0.14240011,0,0,0,0,10.00089233,172.8937135,168.893563,1503940000
